Ident,runway,city,state,type,predicted_MTBO,projected_MTBO,last_MTBO,hours_since_last_outage,region,tier
VXO,13,READING,PA,GS,7326,8297,7279,3466,EA,3,2710
VXO,13,READING,PA,LOC,2978,3165,3328,2308,EA,3,2710
VYK,29,COLUMBIA,SC,GS,11357,12483,9706,19516,SO,3,2710
VYK,29,COLUMBIA,SC,LOC,18041,19743,17594,6723,SO,3,2710
VYN,18R,DAL-FT WORTH,TX,GS,14662,15158,12185,42202,SW,1,2710
VYN,18R,DAL-FT WORTH,TX,LOC,10327,9811,10147,1485,SW,1,2710
VZE,28C,CHICAGO,IL,GS,11518,11755,8756,15326,GL,1,2710
VZE,28C,CHICAGO,IL,LOC,10656,9954,7535,15606,GL,1,2710
XGH,35,HIGHFILL,AR,GS,16170,17538,8462,47003,SW,,2710
XGH,35,HIGHFILL,AR,LOC,16075,16150,5799,57179,SW,,2710
XJX,36,LANSING,IL,LOC,122736,-1,-1,122736,GL,X,2710
XNA,16,HIGHFILL,AR,GS,3418,2380,3956,872,SW,3,2710
XNA,16,HIGHFILL,AR,LOC,4126,1614,3200,12564,SW,3,2710
XQR,35,ASHEVILLE,NC,GS,5086,5115,4480,8195,SO,X,2710
XQR,35,ASHEVILLE,NC,LOC,5029,5154,1369,18589,SO,X,2710
XSQ,17,HIGHFILL,AR,GS,16067,15363,6408,54702,SW,,2710
XSQ,17,HIGHFILL,AR,LOC,40173,41065,12520,67826,SW,,2710
XUU,36L,CHARLOTTE,NC,GS,6220,7025,9301,5115,SO,1,2710
XUU,36L,CHARLOTTE,NC,LOC,19295,19811,18705,4327,SO,1,2710
XWA,32,WILLISTON,ND,GS,15864,-1,-1,15864,GL,3,2710
XWA,32,WILLISTON,ND,LOC,3153,1373,3256,2742,GL,3,2710
XWI,25,FLEMINGSBURG,KY,LOC,205752,-1,-1,205752,SO,,2710
YAK,11,YAKUTAT,AK,GS,7188,8258,8284,2762,AL,3,2710
YAK,11,YAKUTAT,AK,LOC,5812,5985,5855,1108,AL,3,2710
YIP,05R,YPSILANTI,MI,GS,5056,5094,2854,11096,GL,3,2710
YIP,05R,YPSILANTI,MI,LOC,3605,4107,4087,7522,GL,3,2710
YKM,27,YAKIMA,WA,GS,10058,10375,10491,10329,NM,3,2710
YKM,27,YAKIMA,WA,LOC,10944,10802,8893,10329,NM,3,2710
YKN,31,YANKTON,SD,GS,8651,12079,11725,4924,GL,3,2710
YKN,31,YANKTON,SD,LOC,4211,4263,6037,4828,GL,3,2710
YNG,32,YOUNGSTOWN,OH,GS,5005,3846,4787,1184,EA,3,2710
YNG,32,YOUNGSTOWN,OH,LOC,3483,2700,2446,9509,EA,3,2710
YUM,21R,YUMA,AZ,GS,1170,843,741,3295,WP,3,2710
YUM,21R,YUMA,AZ,LOC,793,929,213,3295,WP,3,2710
